recipe_id,name,cuisine,category,ingredients,steps,calories,veg,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition,ingredients_length,steps_length,health_tags
74,chaat,Pakistani,snack,"flour/besan, lemon, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with chaat specific chutneys.",419,1,spicy,all,0,,0,4,13,
75,roll paratha,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with roll paratha specific chutneys.",405,0,savory,all,0,,0,4,13,
76,phirni,Pakistani,dessert,"2 cups ghee, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,303,1,sweet,all,0,1.0,1,5,11,"bp,heart"
77,prawns qorma,Pakistani,main course,"1kg prawns, 2 spinach, 1 tbsp garam masala, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,830,0,spicy,all,0,,0,5,9,
78,ras malai,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,355,1,sweet,all,0,,0,5,11,
79,egg fried rice,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",573,1,savory,all,0,,0,4,13,
80,lassi,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,281,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
81,yakhni pulao,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",412,1,spicy,all,0,,0,4,13,
82,beef biryani,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",550,0,spicy,all,0,,0,4,13,
83,taftan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",219,1,sweet,all,1,1.0,1,4,11,"diabetic,bp,heart"
84,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",157,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
85,prawns paaya,Pakistani,main course,"1kg prawns, 2 green chili, 1 tbsp red chili, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,511,0,spicy,all,0,,0,5,9,
86,yakhni pulao,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",696,1,spicy,all,0,,0,4,13,
87,plain boiled rice,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",593,1,savory,all,0,,0,4,13,
88,plain boiled rice,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",711,1,savory,all,0,,0,4,13,
89,taftan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",369,1,sweet,all,1,,0,4,11,diabetic
90,egg fried rice,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",456,1,savory,all,0,,0,4,13,
91,sattu,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,92,1,sweet,all,1,1.0,1,4,7,"diabetic,bp,heart"
92,egg fried rice,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",486,1,savory,all,0,,0,4,13,
93,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",222,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
94,suji ka halwa,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,416,1,sweet,all,0,,0,5,11,
95,falooda,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,119,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
96,roll paratha,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with roll paratha specific chutneys.",389,0,spicy,all,1,,0,4,13,diabetic
97,pakora,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",242,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
98,french fries (masala),Pakistani,snack,"flour/besan, potato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",420,1,spicy,all,0,,0,4,13,
99,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",239,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
100,sugarcane juice,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,198,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
101,pakora,Pakistani,snack,"flour/besan, onion, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",368,1,spicy,all,1,,0,4,13,diabetic
102,roll paratha,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with roll paratha specific chutneys.",259,0,savory,all,1,1.0,0,4,13,"diabetic,bp"
103,kabuli pulao,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",541,1,spicy,all,0,,0,4,13,
104,chana pulao,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",762,1,spicy,all,0,,0,4,13,
