recipe_id,name,cuisine,category,ingredients,steps,calories,veg,health_tags,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition
69,Bun Kebab,Pakistani,Snack,"Flour/Besan, Garlic, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Bun Kebab specific chutneys.",254,no,"savory, traditional",Savory,All,yes,yes,no
70,Shahi Tukray,Pakistani,Dessert,"2 cups Paneer, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,424,yes,"sweet, traditional",Sweet,All,no,maybe,no
71,Chana Pulao,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",395,yes,"spicy, traditional",Spicy,All,yes,maybe,no
72,Keema Naan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Butter, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Butter.",259,yes,"savory, traditional",Savory,All,yes,yes,yes
73,Yakhni Pulao,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",469,yes,"spicy, traditional",Spicy,All,no,maybe,no
74,Chaat,Pakistani,Snack,"Flour/Besan, Lemon, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Chaat specific chutneys.",419,yes,"spicy, traditional",Spicy,All,no,maybe,no
75,Roll Paratha,Pakistani,Snack,"Flour/Besan, Green Chili, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Roll Paratha specific chutneys.",405,no,"savory, traditional",Savory,All,no,maybe,no
76,Phirni,Pakistani,Dessert,"2 cups Ghee, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,303,yes,"sweet, traditional",Sweet,All,no,yes,yes
77,Prawns Qorma,Pakistani,Main Course,"1kg Prawns, 2 Spinach, 1 tbsp Garam Masala, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,830,no,"spicy, traditional",Spicy,All,no,maybe,no
78,Ras Malai,Pakistani,Dessert,"2 cups Yogurt, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,355,yes,"sweet, traditional",Sweet,All,no,maybe,no
79,Egg Fried Rice,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",573,yes,"savory, traditional",Savory,All,no,maybe,no
80,Lassi,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,281,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
81,Yakhni Pulao,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",412,yes,"spicy, traditional",Spicy,All,no,maybe,no
82,Beef Biryani,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",550,no,"spicy, traditional",Spicy,All,no,maybe,no
83,Taftan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Ghee, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Ghee.",219,yes,"sweet, traditional",Sweet,All,yes,yes,yes
84,Roti,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",157,yes,"savory, traditional",Savory,All,yes,yes,yes
85,Prawns Paaya,Pakistani,Main Course,"1kg Prawns, 2 Green Chili, 1 tbsp Red chili, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,511,no,"spicy, traditional",Spicy,All,no,maybe,no
86,Yakhni Pulao,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",696,yes,"spicy, traditional",Spicy,All,no,maybe,no
87,Plain Boiled Rice,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",593,yes,"savory, traditional",Savory,All,no,maybe,no
88,Plain Boiled Rice,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",711,yes,"savory, traditional",Savory,All,no,maybe,no
89,Taftan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",369,yes,"sweet, traditional",Sweet,All,yes,maybe,no
90,Egg Fried Rice,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",456,yes,"savory, traditional",Savory,All,no,maybe,no
91,Sattu,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,92,yes,"sweet, traditional",Sweet,All,yes,yes,yes
92,Egg Fried Rice,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",486,yes,"savory, traditional",Savory,All,no,maybe,no
93,Roti,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",222,yes,"savory, traditional",Savory,All,yes,yes,yes
94,Suji ka Halwa,Pakistani,Dessert,"2 cups Yogurt, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,416,yes,"sweet, traditional",Sweet,All,no,maybe,no
95,Falooda,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,119,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
96,Roll Paratha,Pakistani,Snack,"Flour/Besan, Green Chili, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Roll Paratha specific chutneys.",389,no,"spicy, traditional",Spicy,All,yes,maybe,no
97,Pakora,Pakistani,Snack,"Flour/Besan, Ginger, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Pakora specific chutneys.",242,yes,"spicy, traditional",Spicy,All,yes,yes,yes
98,French Fries (Masala),Pakistani,Snack,"Flour/Besan, Potato, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with French Fries (Masala) specific chutneys.",420,yes,"spicy, traditional",Spicy,All,no,maybe,no
99,Roti,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Butter, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Butter.",239,yes,"savory, traditional",Savory,All,yes,yes,yes
100,Sugarcane Juice,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,198,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
101,Pakora,Pakistani,Snack,"Flour/Besan, Onion, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Pakora specific chutneys.",368,yes,"spicy, traditional",Spicy,All,yes,maybe,no
